requirement_uid,평가문서,정답,예측,확률차,p_견적반영,p_계약·질의검토,요구사항명,요구사항유형,blockers,cost_basis,build_difficulty,domain_dependency,reasoning,본문
defense_intelligent_platform:PMR-003,defense_intelligent_platform,견적반영,계약·질의검토,0.2085,0.2303,0.4388,투입인력 요건,프로젝트관리,,고급·전문인력,낮음,낮음,"상주 인력 운영, 경력증명서 제출, 인력 교체 시 인수인계기간 인건비 사업자 부담 등은 표준적인 인력관리 조건으로 blocker는 아니나 상주 전문인력 투입에 따른 인건비가 기본 수행팀 범위를 넘어 견적반영 대상이다.","투입인력 요건
- 본 사업에 투입되는 인력은 시스템의 안정적 지원을 위하여 계약기간 동안 근무가 가능한 인력을 투입하여야 함
- 투입인력은 발주기관이 지정하는 장소에서 상주하는 것을 원칙으로 하되, 필요한 경우 발주기관과 협의 하에 비상주 가능
- 전문 분야의 투입인력에 한해 한국SW산업협회 발행 SW기술자 경력증명서 또는 경력을 증빙할 수 있는 서류를 제안 시 제출하여야 함
- 사업 진행 중 특별한 사유가 없는 한 인력 교체는 원칙적으로 불가하나, 부득이하게 교체되는 경우 동급 이상의 대체인력을 투입하여 15일 이상의 업무 인수·인계기간을 두며 발주기관의 사전 승인을 받아야 함
- 인수·인계 기간 동안 교체 인력에 대한 인건비는 사업수행사 부담으로 처리하여야 하며 투입공수에서 제외
- 발주기관은 참여인력이 사업수행 상 부적당하다고 판단되거나 자격 미달인 경우 사업자에게 교체를 요구할 수 있으며, 사업자는 이에 적극 협조하여야 함"
kangwon_land_genai:SIR-001,kangwon_land_genai,견적반영,계약·질의검토,0.212,0.1921,0.4041,타 시스템 간 인터페이스,인터페이스,,고급·전문인력,높음,보통,"ERP·CMS·RMS·전자결재·상담시스템 등 다수 이기종 시스템과의 RAG 연계는 기본 수행팀 범위를 넘는 전문인력 투입이 필요하다. 사전협의 후 연동, 즉시 조치 등은 표준적 문구로 열린 책임이나 수치 목표가 아니어서 blocker는 아니다.","타 시스템 간 인터페이스
ㅇ RAG 구성을 위한 매출, VOC, 입찰(구매), 전자결재, 게시판 등 주요 시스템과 데이터 연계
- ERP, 카지노관리시스템(CMS), 리조트관리시스템(RMS), 하이누리(전자결재 포함), 상담시스템, 기상정보(내부) 등
- 대상 데이터는 발주처와 사전협의 및 승인 후 연동
ㅇ 외부에서 수집이 필요한 자료는 망 간 자료전송시스템을 이용
ㅇ 연계 시스템 문제 발생 시 조치 방안 마련 및 즉시 조치
ㅇ 연계 시스템 정상 작동에 관한 결과 제시"
koen_ai_infrastructure:PER-002,koen_ai_infrastructure,견적반영,계약·질의검토,0.2128,0.3244,0.5372,동시 사용자 처리 성능 확보,성능,,장비·인프라,보통,낮음,"구체적 수치 목표 없이 동시 사용자 처리와 GPU 자원 효율화를 요구하여 blocker는 아니나, GPU·인프라 구성 및 성능시험은 기본 수행팀 범위를 넘는 장비·인프라 원가가 발생한다.","동시 사용자 처리 성능 확보
- 다수 사용자의 동시 AI 서비스 요청을 처리할 수 있는 시스템 구성
- 동시 사용자 증가에 따른 서비스 지연 및 장애 발생을 최소화할 수 있도록 시스템 설계
- GPU 자원 및 시스템 자원을 효율적으로 활용할 수 있도록 구성
- 동시 사용자 환경을 고려한 성능 시험 수행"
ccrs_ai_platform:SFR-006,ccrs_ai_platform,계약·질의검토,견적반영,0.2174,0.4437,0.2264,표준 서식 템플릿 매핑 및 HWPX 변환 기능,기능,범위·책임,없음,보통,보통,공문 서식 외 추가 템플릿 대상·범위가 기술협상 시 확정으로 열려있어 사전 범위 확정이 필요한 blocker다. 그 외 필드관리·HWPX/PDF 변환·버전관리는 기본 수행팀 역량으로 처리 가능해 추가 원가는 없다.,"표준 서식 템플릿 매핑 및 HWPX 변환 기능
- 템플릿 매핑 기반 문서 생성
- 위원회 표준 서식 템플릿의 각 필드에 AI가 내용을 자동으로 채워 넣는 템플릿 매핑 기능 제공
- (기본 템플릿) 초기 구축 시 공문, 보고서 2종 기본 제공
- (필드 관리) 템플릿별 필수 필드 목록, 데이터 유형, 기본값, 검증 규칙을 관리자가 Web 기반 UI에서 등록·수정
※ 공문 서식의 필드 구성 및 양식은 위원회 제공. 추가 템플릿 대상 및 범위는 기술협상 시 확정
- 표준 서식 자동 변환 및 다운로드
- AI 생성 답변을 표준 규격에 맞춰 자동 변환하고 HWPX, PDF 포맷으로 다운로드 기능 제공
- (적용 범위) 관리자가 HWPX 자동 변환 대상으로 지정한 템플릿에 한하여 적용
- (범위 제한) 템플릿 필드에 대한 텍스트 내용 자동 채움까지로 하며, 관인 삽입·결재선·전자결재 연동은 미포함
- 업무별 맞춤 템플릿 관리
- 업무 유형별 템플릿을 카테고리별(공문서/보고서/회의/기획 등)로 분류·관리
- (버전 관리) 신규 등록·수정 및 템플릿 버전 관리(변경 이력 기록)를 관리자 Web 기반 UI에서 수행"
incheon_airport_digital_work:SFR-019,incheon_airport_digital_work,견적반영,계약·질의검토,0.2277,0.2061,0.4338,(과제 16) 업무효율 강화 S/W 개념증명(PoC),기능,,복합,보통,보통,"상용 S/W 10종 PoC 수행과 라이선스 확보, 사내 만족도 조사 행사비용을 계약상대자가 부담해야 하므로 기본 수행팀 범위를 넘는 라이선스·행사 비용이 발생한다. 폐쇄망 내 사용 가능 제품 선정 등은 통상적 컨설팅 절차로 blocker 요건에는 해당하지 않는다.","(과제 16) 업무효율 강화 S/W 개념증명(PoC)
- 업무 효율성 강화를 위해 상용S/W 개념증명(PoC) 수행
- 공사 업무 현황 분석을 통해 업무 효율을 높일 수 있는 상용S/W 10개를 PoC하여 결과를 공문으로 제출
- 제품은 업무망(폐쇄망) 내에서 사용 가능한 S/W로 선정되어야 하며, PoC와 사내 만족도 조사* 등을 수행하고 결과 반영
* 조사 수행을 위해 지출되는 행사 비용은 계약상대자가 부담
- PoC 절차, 방안, 선정방법 등을 명시한 시행계획을 공사에 공문으로 제출하며, 최종 수행 결과 또한 공문으로 제출"
genai_incident_response:SFR-014,genai_incident_response,계약·질의검토,견적반영,0.2297,0.4483,0.2186,분석 보고서 생성 지원 에이전트,기능,"라이선스·공급, 공급자종속",복합,높음,보통,120B 이상 파운데이션 모델과 별도 sLLM 전문가 모델의 실제 조달·라이선스 가능성이 불확실하고 특정 규격이 공급자를 제한할 수 있어 사전 확인이 필요하다. 확인 후에도 고급 전문인력과 모델 라이선스 비용이 추가로 소요된다.,"분석 보고서 생성 지원 에이전트
- 보고서 유형별 템플릿 관리
- 침해사고 분석보고서·악성코드 분석보고서·위협 인텔리전스 보고서 등
KISA 표준 포맷 기반 보고서 템플릿 구성 및 관리 기능 구현
- 타 에이전트 분석 결과 자동 취합
- 악성코드 분석·로그 분석·디지털포렌식·위협 인텔리전스 에이전트 결과
자동 수집 및 보고서 항목별 매핑 기능 구현
- 취합된 분석 결과 정규화 및 보고서 입력 형식 변환 파이프라인 구현
- 보고서 초안 자동 생성
- 취합된 분석 결과 기반 보고서 유형별 초안 자동 생성 기능 구현
- 파운데이션 모델(120B↑) 및 보고서 생성 전문가 모델(sLLM) 연동을 통한 자연어 서술 생성 기능 구현
- 생성 결과 MD 형식 및 다국어 출력 지원
- 입출력 인터페이스 구현
- 웹 UI 기반 보고서 유형 선택·생성 요청·결과 조회 기능 구현"
defense_intelligent_platform:SFR-051,defense_intelligent_platform,계약·질의검토,견적반영,0.2339,0.5608,0.3269,AI플랫폼 – 플레이그라운드,기능,"범위·책임, 기술실현성",복합,높음,보통,"강화학습 모델은 발주사와 협의될 시뮬레이터 연동 방법을 제안사가 제시해야 하는 열린 범위이며, 시뮬레이터가 특정되지 않아 연계 범위·기술실현성을 사전 확인해야 한다. 또한 LLM/VLM/이미지/시계열/음성 등 다중 모델 유형별 실시간 추론·성능시각화(GPU 메모리 등)는 고급인력과 GPU 인프라가 필요해 원가도 복합적으로 발생한다.","AI플랫폼 – 플레이그라운드
- 플레이그라운드 기능 정의
- 사용자가 코드 및 인프라 설정 없이 브라우저에서 바로 AI 모델을 테스트할 수 있는 기능
- 플레이그라운드 일반
- 공유모델 저장소에 등록된 모델을 권한에 따라 조회 및 선택할 수 있는 기능
- 모델의 패러미터를 실시간 조정할 수 있는 기능
* 예, Temperauture, Top-p, Max Tokens 등
- AI 모델 추론을 수행함에 따라 소비되는 예상 크레딧 및 수행 후 소비량 표시 기능
- 개별 추론 결과 및 전체 데이터셋에 대한 성능지표 시각화 기능
* 추론 지연, 처리량, GPU 메모리 사용량 등
- 모든 추론 요청/결과/패러미터를 세션 단위로 저장 이력 조회/재실행/비교하는 기능
- UI에서 실행한 추론을 python/curl 코드로 자동 변환하여 API 코드 자동생성 기능
- LLM/VLM기반 AI 모델
- LLM의 경우 응답토큰이 생성되는 즉시 화면에 표시되는 스트리밍 응답 기능
- 대화 이력을 세션 단위로 저장하고 멀티턴 및 재불러오기 기능
- 긴 응답 중간에 중단버튼으로 생성을 중지시키는 기능
- VLM(Vision Lanaguage Model)을 선택하면 이미지 업로드가 가능해야 하고 업로드된 파일은 임시 저장소에 저장되었다가 특정 시간이 지나면 자동 삭제되는 기능
- 생성형 모델
- 프롬프트 입력 기능 (텍스트 프롬프트, 참조이미지 등)
- 추론 결과 조회 기능 (동시 생성 이미지 수, seed 고정 등)
- 패러미터 조정 (Step, seed, 해상도 등)
- 결과 이미지 다운로드
- 이미지 기반 AI 모델
- 이미지 업로드 기능
- 추론 결과 조회 기능 (BB 오버레이, 클래스 추론 신뢰도)
- 클래스 필터링, 신뢰도 임계값 조정 기능
- 결과 이미지 다운로드
- 시계열 데이터 AI 모델
- 시계열 데이터 업로드, 컬럼매핑, 시간범위 선택 기능
- 추론 결과 조회 기능 (신뢰구간 표시, 이상치 표시)
- 패러미터 조정(예측기간 설정, 이상탐지 임계값 등)
- 결과 저장 (CSV 다운로드, 차트 이미지 저장 등)
- 음성(Audio) AI 모델
- 오디오 파일 업로드 기능
- 추론 결과 조회 기능 (텍스트 스크립트, 타임 스탬프 싱크, 화자 레이블 구분 등)
- 패러미터 조정(오디오 파형 표시, 재생위치 싱크, 구간선택 기능, 언어선택 등)
- 결과 저장 (추론 결과 등)
- 강화학습 AI 모델
- 발주사와 협의된 시뮬레이터와 연동하여 초기환경 설정 후 학습된 강화학습 모델로 추론을 수행하는 적절한 방법을 제시해야 함"
kac_ai_work_platform:GW-014,kac_ai_work_platform,견적반영,계약·질의검토,0.2348,0.2688,0.5036,원격지원 및 화상회의,기능,,복합,높음,낮음,"실시간 다국어 음성인식·번역, 회의록 자동요약, 원격제어 등 다수 고급 AI 기능과 화상회의 SW 도입이 요구되어 기본 팀 범위를 넘는 전문인력·라이선스 원가가 필요하다. 무제한 재작업이나 수치목표, 공급 불확실성은 없어 blocker는 없다.","원격지원 및 화상회의
1) 메신저 기능
- 각 공항 및 표지소, 항로시설본부, 항공기술훈련원 등 본사와 지사간 메신저 등을 통한 원격제어를 지원해야할 것
- SW 화상회의를 지원해야 하며, 화상회의에서 참석자별 발언을 실시간으로 음성 기록하여 텍스트로 변환, 다국어 회의도 실시간 번역 제공
- SW 화상회의 종료 후 AI가 중요한 내용을 정리하여 회의록 자동 생성 지원
- 사용자가 직접 녹음하는 등의 음성 파일을 업로드하여 텍스트로 변환 및 내용 요약 지원(모바일 지원)
- 템플릿 기반으로 회의록 작성 지원"
defense_intelligent_platform:SFR-038,defense_intelligent_platform,계약·질의검토,견적반영,0.239,0.4915,0.2525,AI 플랫폼 – 작업환경 - 생성형 AI코드 생성 도구 연동,기능,"라이선스·공급, 기술실현성",복합,높음,낮음,"국방망 폐쇄망 내에서 상용 AI 코드 어시스턴트급 기능(자연어 코드생성, 하이퍼파라미터 추천, 다양한 프레임워크 지원)을 실제 조달·구축 가능한지 사전 확인이 필요해 라이선스·공급 및 기술실현성 blocker가 있다. 온프레미스 모델 학습·연동에 고급인력과 인프라·라이선스 비용이 복합적으로 소요된다.","AI 플랫폼 – 작업환경 - 생성형 AI코드 생성 도구 연동
- AI 코드 어시스턴트를 위하여 다음과 같은 기능을 제공해야 함
- 국방망 내에서 작동
- IDE 내 사이드바 형태의 채팅 인터페이스 기능
- 자연어 기반 코드 생성 기능
- 기존 코드 오류 분석 및 수정 제안 기능
- 하이퍼패러미터 튜닝 전략 추천 기능
- 다양한 프레임워크(PyTorch, TensorFlow 등) 지원 기능
- 코드 추천 요청 시 실시간 응답(Streaming 방식) 제공 기능
- 프로젝트/사용자 권한에 부적합한 코드 생성 방지를 위한 적절한 전처리 및 후처리 기능
- Python, R, JavaScript 등의 주요 프로그래밍 언어를 지원.
- TensorFlow, PyTorch, Keras 등의 주요 AI 프레임워크와의 호환성을 제공
- 직관적이고 사용하기 쉬운 사용자 인터페이스를 제공
- 코드 생성 도구의 사용 방법에 대한 명확한 가이드라인과 예제 제공
- 사용자가 생성된 코드를 편집 및 수정할 수 있는 기능
- 생성된 코드가 에러 없이 실행 가능한지 확인할 수 있는 기능
- 사용자에게 생성된 코드의 설명과 함께 주요 포인트를 시각적으로 표시할 수 있는 기능
- 추가적인 기능이나 모듈이 쉽게 연동될 수 있도록 확장 가능한 구조"
kac_ai_work_platform:PSR-005,kac_ai_work_platform,견적반영,계약·질의검토,0.256,0.2403,0.4963,개발환경 설치,프로젝트지원,,장비·인프라,낮음,낮음,"장소·서버는 발주기관 제공, 개발도구·비품은 제안사가 준비하는 통상적인 개발환경 구성으로 blocker는 없으나 도구·비품 조달 비용이 발생해 견적에 소규모 장비·인프라 비용으로 반영한다.","개발환경 설치
❍ 테스트 환경과 개발 환경을 마련하여야 하며, 기존 시스템을 활용하여 구성하여야 함
❍ 장소 및 서버는 공사에서 제공하되 그 외 개발 도구 및 비품 등 필요한 사항은 제안사에서 갖추어야 함"
genai_incident_response:QUR-004,genai_incident_response,계약·질의검토,견적반영,0.257,0.468,0.2111,AI 윤리 및 책임성 확보,품질,"범위·책임, 기술실현성",고급·전문인력,높음,보통,"XAI 근거제시 기능은 현 LLM 기술수준에서 실현 가능성을 먼저 확인해야 하는 기술실현성 blocker이며, 법령 변경 시 '즉시 반영'은 범위가 열린 무제한 의무로 blocker다. 편향 측정·분석 등은 전문인력 투입이 필요해 원가도 수반된다.","AI 윤리 및 책임성 확보
- 설명 가능성(XAI) 확보
- AI 모델 의사결정 과정 설명 가능성(XAI) 확보 및 근거 제시 기능 구현
- 이용자 요청 시 추론 과정 및 판단 근거 단계별 설명 제공 기능 구현
- 편향·차별 방지 체계 수립
- 편향·차별 발생 방지를 위한 데이터·모델 설계 원칙 정의 및 준수
- 학습 데이터 및 모델 출력 결과 대상 편향 측정·분석 및 주기적 개선 조치 수행
- AI 윤리 및 법령 준수
- 정부·국제 AI 윤리 가이드라인(UNESCO AI 윤리 권고 등) 및 「인공지능 발전과 신뢰 기반 조성 등에 관한 법률」준수
- AI 시스템 위험도 평가·검증, 이용자 고지·안내 체계 구축 등 법령상 요구사항 이행
- 관련 법령 변경·시행에 따른 추가 의무 이행 사항 발생 시 즉시 반영"
korail_genai_isp_ismp:CSR-012,korail_genai_isp_ismp,견적반영,계약·질의검토,0.2581,0.1801,0.4381,제안요청서 작성,컨설팅,,고급·전문인력,보통,보통,"제안요청서 작성 자체는 통상 ISP·ISMP 컨설팅 범위이나, FP·M/M 투입공수 산정, 예산금액 측정, H/W·S/W 사양 구체화, 최신 IT 신기술 접목 설계 등은 고급·전문인력 투입이 필요한 산정 업무로 추가 원가가 발생한다.","제안요청서 작성
⚪ 단계적 추진이 필요한 과제의 경우, 단계적 추진 제안요청서를 제시
- 규모가 큰 사업이고 단계적 추진이 필요한 경우, 단계적 추진 제안요청서를 제시
⚪ 시스템 구축 범위 및 방향을 수립하여 제안요청서 제시
- 시스템 구조 및 요건 상세히 기술하여 작성
- 제안요청서에 필요한 H/W, S/W 사양에 대해 구체적으로 명시, 특히 개발이 필요한 사항에 대해서는 FP 또는 M/M 방식으로 투입공수를 제시
⚪ 제안요청서 작성 시 투입 예산금액을 측정하여 제시
⚪ 최신 디지털·IT 신기술을 접목한 설계 작성 제시
⚪ 시스템에 대한 기능 및 기술 요건 도출
⚪ 정보화 사업유형별 제안요청서 작성 가이드 참조
- 조달청 ‘공공정보화 사업유형별 제안요청서 작성 가이드’를 참고하여 제안요청서 작성
⚪ 시스템 통합 발주 형태에서 S/W만 별도 분리하여 발주할 수 있는 타당성 및 효과 분석
- 분리발주 시 기대되는 기술·비용·일정·관리 리스크 최소화 방안 도출"
genai_incident_response:SFR-009,genai_incident_response,계약·질의검토,견적반영,0.259,0.4917,0.2327,방화벽·웹 로그 분석 AI 에이전트 고도화 및 확장 구축,기능,라이선스·공급,복합,높음,높음,"120B급 파운데이션 모델의 실제 조달·라이선스 가능성이 불명확해 사전 확인이 필요한 blocker이며, 침해사고 분석 전문인력 실무검증과 sLLM 연동, 10종 이상 로그 파싱·NoSQL 인프라 등 고급인력·라이선스·인프라가 복합적으로 소요된다.","방화벽·웹 로그 분석 AI 에이전트 고도화 및 확장 구축
- 파운데이션 모델 및 전문가 모델 연동
- 기존 방화벽 로그 분석 에이전트 대상 중추 파운데이션 모델(120B↑) 및 로그분석 전문가 모델(sLLM) 연동 구현
- 구현 결과에 대해 침해사고 분석 전문 인력의 실무 검증 수행
※ 실무 활용 현실성 및 분석 결과 적합성 확인을 위한 전문 인력 참여 필수
- 로그 수집 및 저장 기능 구현
- 국내외 주요 방화벽 장비 10종 이상 원시 로그 파싱·정제 및 NoSQL DB 저장 기능 구현
- 웹로그(Apache·Nginx·IIS 등) 파싱 및 NoSQL DB 저장 기능 구현
- 웹 UI 기반 대용량(10GB↑) 로그 업로드 기능 구현
- 로그 분석 기능 고도화
- 방화벽 로그·네트워크 트래픽 기반 이상징후 탐지 및 패턴 분석 기능 구현
- 저장 로그 기반 통계 분석·비정상 행위 탐지 기능 구현
- 자연어 질의 기반 로그 조회 및 분석 결과 자연어 응답 기능 구현
- 오케스트레이터 기반 분석 플래닝 구현
- 로그 분석 요청 유형·복잡도에 따른 분석 절차 자동 계획(Planning) 및 단계별 실행 관리 기능 구현
- 외부 도구 호출 순서 조율 및 단계 간 의존성 관리 구현
- 입출력 인터페이스 구현
- 웹 UI 기반 채팅 형식 대화형 분석 요청·결과 조회 기능 구현
- API 기반 배치 처리를 통한 대량 로그 분석 요청·결과 수신 기능 구현
- 다중 요청 처리 및 안정성 확보
- 대량 로그 분석 요청 처리를 위한 세션·태스크 관리 및 우선순위 스케줄링 구현
- 분석 실패·지연 시 Fallback 처리 구현 (재시도·대체 분석 경로 포함)"
defense_intelligent_platform:SFR-049,defense_intelligent_platform,계약·질의검토,견적반영,0.2645,0.5437,0.2792,AI플랫폼 – LLM 활용지원,기능,범위·책임,고급·전문인력,높음,보통,각 군 LLM 서비스 연동·통합 대상이 발주기관 협의로 사후 결정되어 연계 범위를 사전에 산정할 수 없는 열린 범위 조건이라 계약·질의검토가 필요하다. 하이브리드 검색·요약·질의분배 등 다중 모듈 구현은 고급 AI 인력 투입이 필요해 견적에도 반영해야 한다.,"AI플랫폼 – LLM 활용지원
◯ 개발된 LLM 서비스, 모델(LLM), 기능의 공유 체계 명확화
- LLM 서비스 정보(RAG정보, 모델정보, 제공 정보 등) 공유 기능 정의해야 함
- RAG 검색 데이터 목록 공유 기능 정의해야 함
- AI 모델 정보 공유 기능 정의해야 함
◯ 기능/서비스 모듈 저장 및 공유 기능 구현
- (생성형 데이터 관리) 생성형 AI 학습 및 추론에 활용 가능한 지식 변환 및 지식 저장 구조(Embedding, Vector Store 등) 구축
- 다양한 문서(HWP/PPT/PDF/DOC/XLS/HTML)에서 텍스트를 추출하고, 표·OCR·객체감지·임베딩·하이브리드(키워드/유의어/벡터) 검색 및 순위조정까지 포함한 전처리·검색 기능 모듈 제공
- 전처리를 위한 문서 저장소로부터 사용자가 자료 검색 및 선택하는 UI를 제공해야 함
- 긴 텍스트를 간결하게 요약하는 요약 모듈, 사용자의 질의를 분석하여 여러 개의 질의로 분배하거나 검색 대상 RAG / LLM 별로 검색어로 분리하는 질의/검색 분배 모듈, 서비스 Flow 상 두 개 이상의 LLM의 답변을 종합하여 하나의 답변 도출하는 답변 종합 모듈을 제공해야 함
- LLM의 답변 최신성을 보장 및 신뢰성을 제공하기 하도록 기술적 구조
(데이터의 최신성/정확성 유지)를 구성해야 함
◯ 각 군이 보유한 LLM 서비스와 연동 또는 통합이 가능해야 함
- 연동 및 통합 대상은 발주기관과 협의하여 결정해야 함"
genai_incident_response:PMR-001,genai_incident_response,견적반영,계약·질의검토,0.2705,0.2558,0.5263,사업 수행조직 및 투입 인력 관리,프로젝트관리,,고급·전문인력,낮음,보통,"AI·보안 전문기업 컨소시엄 구성과 5년 이상 경력의 PM·전문인력 자격요건은 기본 수행팀 범위를 넘는 고급 인력 투입을 요구해 견적에 반영해야 한다. 인력 교체 승인, 허위기재 시 조치 등은 통상적 인력관리 조항으로 blocker는 아니다.","사업 수행조직 및 투입 인력 관리
- 컨소시엄 구성 기준
- 컨소시엄에는 다음 조건을 갖춘 기업이 각각 1개사 이상 포함할 것을 권고하며, 제안서에 해당 내용을 제시해야 함
- AI 전문기업: 생성형 AI(RAG, LLM 등) 관련 기술 유경험 기업
- 보안 기업: 침해대응, 사고분석, 위협분석 등 유관 프로젝트 수행 경력 보유 기업
- 각 구성사는 ‘역할과 책임(R&R)’을 명확히 구분하여 제안
- 핵심 인력 자격 및 운영 요건
- 총괄 PM(사업관리자)은 아래 요건 중 2가지 이상을 충족할 것을 권고하며, 제안서에 해당 내용을 제시해야 함
- AI, 정보보안, 침해대응 분야의 기술기획 프로젝트 총괄 경험(5년 이상)
- 생성형 AI 또는 LLM 기반 시스템 구축 경험 또는 관련 기술 역량 보유
- 공공기관, 민간기업 등에서 관련 사업 PM 또는 PL 이상 수행한 경력(5년 이상)
- 정보보안 또는 AI 관련 학위·자격 보유(정보보안기사, 기술사, AI 관련 인증 포함)
- 사업관리자(PM)은 본 용역의 전체 실무를 총괄해야 하며, 진흥원과의 소통 창구는 사업관리자(PM)으로 일원화
- 사업관리자(PM) 및 수행 인력은 특별 사정이 있거나 진흥원에서 인력교체를 요청하지 않는 한 사업 수행기간 동안 변경할 수 없으며, 인력 변경 시 반드시 진흥원의 사전 승인 필요
⚪ 투입 인력 구성 및 계획
- 전 인력의 소속사, 역할, 참여율, 단계별 투입 계획을 명시
- 참여인력 전원에 대해 자격·경력·참여 실적을 구체화하고, “소프트웨어기술자 근무경력확인서” 등 증빙 서류를 제안 시 제출
⚪ 인력 교체 및 관리
- 제안된 인력은 임의 교체 불가, 부득이한 경우 사전 승인 및 7일 이상 인계·인수 기간 확보
- 발주기관은 자격 미달 또는 부적합 인력에 대해 교체를 요구할 수 있으며,허위 기재 시 계약 해지 및 손해배상 등 조치를 취할 수 있음"
genai_incident_response:SFR-010,genai_incident_response,계약·질의검토,견적반영,0.2763,0.4613,0.185,아티팩트 분석 에이전트① – 해킹진단 도구 연동,기능,"라이선스·공급, 공급자종속",복합,높음,높음,120B급 파운데이션 모델과 디지털포렌식 전문가 sLLM의 실제 조달·연동 가능성이 불명확하고 특정 규모·전문영역 모델 요구로 공급자가 제한될 소지가 있어 사전 확인이 필요하다. 침해사고 분석 전문인력 실무검증 참여도 명시되어 전문인력·라이선스 복합 원가가 발생한다.,"아티팩트 분석 에이전트① – 해킹진단 도구 연동
- 해킹진단 도구 연동 및 아티팩트 파싱
- 해킹진단 도구·선별 수집 도구 출력 결과 파싱 기능 구현
- 도구별 출력 포맷 정규화 및 텍스트 변환 기능 구현
- 파운데이션 모델 연동 및 분석
- 정규화된 아티팩트 데이터를 파운데이션 모델입력으로 처리하는 파이프라인 설계 및 구현
- 중추 파운데이션 모델(120B↑) 및 디지털 포렌식 전문가 모델(sLLM) 연계를 통해 분석 업무를 지원하는 기능 구현
- 파이프라인 설계 및 기능 구현 결과에 대해 침해사고 분석 전문인력의 실무 검증 수행
※ 실무 활용 현실성 및 분석 결과 적합성 확인을 위한 전문인력 참여 필수
- 오케스트레이터 기반 분석 플래닝 구현
- 아티팩트 유형·복잡도에 따른 분석 절차 자동 계획(Planning) 및 단계별 실행 관리 기능 구현
- 외부 도구 호출 순서 조율 및 단계 간 의존성 관리 구현
- 입출력 인터페이스 구현
- 웹 UI 기반 채팅 형식 대화형 분석 요청·결과 조회 기능 구현
- 다중 요청 처리 및 안정성 확보
- 다중 분석 요청 처리를 위한 세션·태스크 관리 및 우선순위 스케줄링 구현
- 분석 실패·지연 시 Fallback 처리 구현 (재시도·대체 분석 경로 포함)"
defense_intelligent_platform:SFR-033,defense_intelligent_platform,계약·질의검토,견적반영,0.2876,0.5516,0.264,데이터 플랫폼 – 데이터 가공 -학습데이터 구축 및 라벨링,기능,라이선스·공급,복합,높음,보통,"외부 라벨링 솔루션의 국방망 내 사용 가능성 및 조달 가능성이 불명확해 사전 확인이 필요한 blocker이며, 멀티모달 라벨링·유형별 오토라벨링 모델 탑재·버전관리 등은 고급인력·라이선스·인프라가 복합적으로 소요되어 견적반영 요소도 포함된다.","데이터 플랫폼 – 데이터 가공 -학습데이터 구축 및 라벨링
- 학습데이터 라벨링과 관련하여 다음과 같은 기능이 제공되어야 함
- 라벨링을 수행할 데이터셋 선택
- 수치형 데이터 및 시계열 데이터 라벨링
- 이미지 분류, 객체탐지, 세그멘테이션, 키포인트를 위한 라벨링
- 텍스트 분류, 요약, 질의응답, NER 등 텍스트 처리를 위한 라벨링
- 음성 전사 및 소리 데이터 라벨링
- 생성형 AI 모델을 위한 SFT, DPO 데이터셋 라벨링
- 멀티모달 데이터 라벨링
- 라벨링 결과 검수 및 승인
- 라벨링 대상 데이터를 여러 라벨러에게 분배
- 라벨링 진행상황 단계별 시각화
- 라벨링/어노테이션 구문 규칙 설정
* 기본 구문 자동 설정(NIA AI학습용 데이터 구축 공통참조기준, 객체맵 메타구조 등)기능 제공 및 사용자 구문 정의 설정 제공
- 라벨링, 어노테이션 클래스 정의 제공(플랫폼 데이터맵 구성을 위한 기본 요건을 충족해야 함)
- 오토라벨링 지원
- 라벨링 유형별 기본 AI 모델(오토라벨링 모델)을 이용한 오토라벨링을 수행. 유형별 1종 이상 기본 탑재되어야 함
*예) 이미지-객체탐지- 얼굴라벨링의 기본 AI 모델 – RetinaFace
- 라벨링 유형별 오토라벨링 모델 등록/조회/편집/삭제/버전관리 기능 및 권한부여 기능
- 국방 AI 플랫폼에서 생성된 AI 모델을 오토라벨링 모델로 등록하는 기능
- 라베링 화면에서 오토라벨링 추론 결과를 확인하고 편집/저장할 수 있는 기능
- 외부 라벨링 솔루션 연계
- 외부 라벨링 솔루션은 국방망 내에서 사용가능해야 함
- 외부 라벨링 솔루션은 국방 데이터 플랫폼에서 반출이 승인된 데이터에 대해서 데이터 처리를 허가받은 자만이 승인된 장소에서 외부솔루션을 활용해 작업을 할 수 있음
- 작업이 완료된 경우에는 라벨링이 완료된 학습데이터셋은 국방 데이터 플랫폼에 등록해야 함
- 데이터 검수는 국방 데이터 플랫폼에서 검수하는 것이 원칙임. 다만, 국방 데이터 플랫폼에서 새로운 형태의 학습데이터셋을 지원하지 못하는 경우 외부 라벨링 솔루션을 이용하여 라벨링 및 검수가 진행될 수 있음
- 라벨링 및 검수가 완료된 학습데이터셋은 국방 데이터 플랫폼이외의 모든 매체에서 삭제되어야 함(삭제되는 데이터는 원시데이터, 중간데이터, 학습데이터셋 모두를 포함함)"
