label,rank,phrase,total_contribution,requirement_count
통상수용,714,조직과,0.0226,1
통상수용,715,데이터베이스(DB,0.0226,1
통상수용,716,확보하여야,0.0225,1
통상수용,717,활용하여야,0.0225,1
통상수용,718,시험운영을,0.0225,1
통상수용,719,시범운영을,0.0225,1
통상수용,720,사업관리방법론을,0.0224,2
통상수용,721,운영조직을,0.0224,1
통상수용,722,현행화를,0.0224,1
통상수용,723,점검도구(SW,0.0223,1
통상수용,724,초기화,0.0223,1
통상수용,725,업무시스템에서,0.0223,1
통상수용,726,PC는,0.0223,1
통상수용,727,업무지원서비스(AI-HUB,0.0222,1
통상수용,728,개발자원,0.0221,1
통상수용,729,기준이,0.0221,1
통상수용,730,개발표준,0.022,1
통상수용,731,사업기간,0.022,1
통상수용,732,독립적인,0.022,1
통상수용,733,필수자료,0.0219,1
통상수용,734,관리시스템이,0.0219,2
통상수용,735,대처방안을,0.0218,1
통상수용,736,대응방안을,0.0218,1
통상수용,737,개인정보,0.0217,4
통상수용,738,추출정보(제출자료)의,0.0217,2
통상수용,739,최종보고,0.0216,1
통상수용,740,모델선정의,0.0216,1
통상수용,741,용이하여야,0.0215,2
통상수용,742,입력자,0.0214,1
통상수용,743,미입력,0.0214,1
통상수용,744,입력항목별,0.0213,1
통상수용,745,등록하여,0.0213,2
통상수용,746,사용자의,0.0213,2
통상수용,747,개발단계별로,0.0213,1
통상수용,748,변화관리,0.0212,1
통상수용,749,제한,0.0212,1
통상수용,750,현황관리,0.0211,1
통상수용,751,개발함이,0.0211,1
통상수용,752,개발툴,0.0211,1
통상수용,753,주사업자,0.0211,2
통상수용,754,명시하여야,0.0211,1
통상수용,755,저품질,0.021,1
통상수용,756,관리도구,0.021,1
통상수용,757,관리적,0.021,1
통상수용,758,관리방안(메타관리시스템,0.021,1
통상수용,759,사업자가,0.0209,1
통상수용,760,업무협의,0.0209,1
통상수용,761,정확성뿐만,0.0209,1
통상수용,762,준수실태를‘하도급,0.0209,2
통상수용,763,품질관리담당자와,0.0208,3
통상수용,764,작성하며,0.0207,2
통상수용,765,용이하게,0.0207,2
통상수용,766,접근을,0.0206,2
통상수용,767,개발장소,0.0205,1
통상수용,768,안정적으로,0.0205,1
통상수용,769,전자기록,0.0205,1
통상수용,770,협업관리,0.0205,1
통상수용,771,조직·개인별로,0.0205,1
통상수용,772,작성/제출하여야,0.0205,1
통상수용,773,국방아키텍처(MND-AF,0.0204,1
통상수용,774,프로그램들을,0.0203,1
통상수용,775,완수하기,0.0203,1
통상수용,776,주민등록,0.0203,1
통상수용,777,민원신청(253종,0.0203,2
통상수용,778,제공하기로,0.0203,2
통상수용,779,불가능하여야,0.0203,1
통상수용,780,프로토타이핑을,0.0203,1
통상수용,781,결과물이,0.0202,1
통상수용,782,응답속도,0.0202,1
통상수용,783,전주기에,0.0201,1
통상수용,784,관리계획을,0.02,2
통상수용,785,감리,0.02,3
통상수용,786,감리수행,0.02,3
통상수용,787,감리법인이,0.02,3
통상수용,788,감리업체의,0.02,3
통상수용,789,조사·분석,0.02,1
통상수용,790,통과하여야,0.0199,1
통상수용,791,방법론은,0.0198,3
통상수용,792,보고를,0.0198,2
통상수용,793,제한함,0.0198,1
통상수용,794,전산망(개발망)은,0.0198,1
통상수용,795,개발서버,0.0198,1
통상수용,796,등록/관리하여야,0.0198,1
통상수용,797,데이터셋,0.0197,1
통상수용,798,데이터(품목정보,0.0197,1
통상수용,799,데이터셋을,0.0197,1
통상수용,800,데이터값,0.0197,1
통상수용,801,데이터셋명,0.0197,1
통상수용,802,협조,0.0197,1
통상수용,803,관련,0.0195,1
통상수용,804,사업관리자(PM)에,0.0195,1
통상수용,805,유사사업,0.0194,2
통상수용,806,허가를,0.0194,1
통상수용,807,일정은,0.0193,2
통상수용,808,시스템별,0.0193,1
통상수용,809,작성)하는,0.0193,1
통상수용,810,형상관리(버전,0.0192,1
통상수용,811,개발방법론은,0.0191,1
통상수용,812,위험관리정책,0.0191,1
통상수용,813,정보관리체계(MOUS)와의,0.0191,1
통상수용,814,보안방안,0.019,1
통상수용,815,메뉴의,0.019,2
통상수용,816,모듈화되고,0.0187,1
통상수용,817,운영되어야,0.0187,1
통상수용,818,작성하여,0.0186,1
통상수용,819,버전관리,0.0186,2
통상수용,820,취약한,0.0186,2
통상수용,821,일부를,0.0186,1
통상수용,822,서비스에,0.0186,1
통상수용,823,진행계획,0.0186,2
통상수용,824,업무관리,0.0186,1
통상수용,825,간에,0.0185,1
통상수용,826,준수사항’(별첨1)을,0.0184,1
통상수용,827,준수사항’에,0.0184,1
통상수용,828,자산관리,0.0183,1
통상수용,829,누설하거나,0.0183,1
통상수용,830,지침,0.0183,2
통상수용,831,수립할,0.0182,1
통상수용,832,수행방법론에,0.0182,1
통상수용,833,준수하도록,0.0182,1
통상수용,834,행정포털,0.0181,1
통상수용,835,품질저하,0.0181,1
통상수용,836,등록•교체•롤백,0.0181,1
통상수용,837,등록/교체,0.0181,1
통상수용,838,포함)을,0.018,1
통상수용,839,상호모순을,0.018,1
통상수용,840,도출된,0.018,1
통상수용,841,등록데이터,0.018,1
통상수용,842,업무시간,0.0179,1
통상수용,843,공정,0.0179,2
통상수용,844,관리자는,0.0178,2
통상수용,845,이용이,0.0178,2
통상수용,846,저장/관리하여야,0.0178,1
통상수용,847,기능점수,0.0177,1
통상수용,848,점검하고,0.0177,1
통상수용,849,방안은,0.0176,1
통상수용,850,용어사전,0.0176,1
통상수용,851,보고명,0.0175,2
통상수용,852,보고내용,0.0175,2
통상수용,853,단위테스트를,0.0175,1
통상수용,854,개최하여야,0.0175,1
통상수용,855,제작하여야,0.0175,1
통상수용,856,표준방법론인,0.0175,1
통상수용,857,제거한,0.0175,1
통상수용,858,성능관리,0.0174,1
통상수용,859,통합관리체계(EMS,0.0174,1
통상수용,860,자가검증(신청정보와,0.0174,1
통상수용,861,등록한,0.0173,1
통상수용,862,안정적인,0.0172,1
통상수용,863,교육자료,0.0172,1
통상수용,864,교육자료는,0.0172,1
통상수용,865,기준에,0.0171,1
통상수용,866,점검할,0.0171,2
통상수용,867,검색을,0.017,1
통상수용,868,검색결과를,0.017,1
통상수용,869,등록이,0.017,2
통상수용,870,관리되어야,0.017,1
통상수용,871,오류가능성,0.017,1
통상수용,872,화면,0.017,2
통상수용,873,안정화까지,0.0169,1
통상수용,874,안정화될,0.0169,1
통상수용,875,로직,0.0169,1
통상수용,876,포맷(데이터,0.0169,1
통상수용,877,처리(데이터,0.0169,1
통상수용,878,최소화하기,0.0169,1
통상수용,879,DB,0.0168,1
통상수용,880,실시하여야,0.0168,2
통상수용,881,기본정보,0.0167,1
통상수용,882,전자인증정보를,0.0167,1
통상수용,883,내용을,0.0167,1
통상수용,884,형상,0.0166,2
통상수용,885,SW산출물의,0.0165,2
통상수용,886,SW산출물을,0.0165,2
통상수용,887,SW산출물,0.0165,2
통상수용,888,방법,0.0165,2
통상수용,889,사용자매뉴얼,0.0165,2
통상수용,890,관리자매뉴얼에,0.0165,2
통상수용,891,매뉴얼을,0.0165,2
통상수용,892,제출자료)을,0.0165,1
통상수용,893,정보화,0.0164,1
통상수용,894,사업관리기관과,0.0164,2
통상수용,895,관리방법은,0.0163,1
통상수용,896,"해킹,",0.0163,1
통상수용,897,가이드,0.0163,1
통상수용,898,성과지표가,0.0163,1
통상수용,899,파악하여,0.0163,1
통상수용,900,조건,0.0163,1
통상수용,901,위험,0.0163,2
통상수용,902,위험에,0.0163,2
통상수용,903,일관성,0.0163,1
통상수용,904,일관된,0.0163,1
통상수용,905,정보화사업과,0.0162,1
통상수용,906,반출,0.0161,2
통상수용,907,요구사항의,0.016,1
통상수용,908,프로그램은,0.016,1
통상수용,909,보안프로그램,0.016,1
통상수용,910,보안프로그램을,0.016,1
통상수용,911,주사업자와,0.016,1
통상수용,912,주사업자의,0.016,1
통상수용,913,역할과,0.016,1
통상수용,914,추진방향,0.0159,1
통상수용,915,일정지연,0.0159,1
통상수용,916,DB관리자,0.0159,1
통상수용,917,업데이트,0.0158,1
통상수용,918,품질저하에,0.0158,1
통상수용,919,자료전송시스템을,0.0158,1
통상수용,920,주/월간,0.0158,1
통상수용,921,관리방법론,0.0158,1
통상수용,922,관리방법론은,0.0158,1
통상수용,923,진도관리(계획대비,0.0158,1
통상수용,924,기능수행,0.0158,2
통상수용,925,개발환경(전기,0.0157,1
통상수용,926,과업수행계획,0.0157,1
통상수용,927,부하점검,0.0156,1
통상수용,928,프로젝트(법률자문,0.0156,1
통상수용,929,준수여부를,0.0155,1
통상수용,930,미준수,0.0155,1
통상수용,931,사업수행계획서는,0.0155,1
통상수용,932,연계서비스,0.0155,1
통상수용,933,자료와,0.0155,1
통상수용,934,결과물을,0.0155,1
통상수용,935,준용하여,0.0154,1
통상수용,936,관계,0.0154,1
통상수용,937,관계를,0.0154,1
통상수용,938,기능보완을,0.0154,1
통상수용,939,기능적·기술적,0.0154,1
통상수용,940,지침(행정안전부,0.0154,1
통상수용,941,기술적용결과표를,0.0153,1
통상수용,942,품질확보를,0.0153,2
통상수용,943,통합로그인,0.0152,1
통상수용,944,DB데이터,0.0152,1
통상수용,945,사업실행에,0.0152,1
통상수용,946,메타정보,0.0152,1
통상수용,947,접속시에는,0.0152,1
통상수용,948,전자결재,0.0152,2
통상수용,949,개발하고,0.0151,1
통상수용,950,개발과정에서의,0.0151,1
통상수용,951,성과품의,0.0151,1
통상수용,952,파일관리,0.0149,1
통상수용,953,자료(질문,0.0149,1
통상수용,954,품질보증(QA,0.0149,1
통상수용,955,지식재산권,0.0149,1
통상수용,956,지식재산권은,0.0149,1
통상수용,957,등록하고,0.0149,1
통상수용,958,경력자를,0.0148,1
통상수용,959,공정의,0.0148,1
통상수용,960,정의함,0.0147,1
통상수용,961,표준화(표준,0.0147,1
통상수용,962,신속하고,0.0147,1
통상수용,963,자원,0.0147,1
통상수용,964,전자표준,0.0146,1
통상수용,965,사업관리기관이,0.0146,1
통상수용,966,사업수행계획서에는,0.0146,2
통상수용,967,문서의,0.0145,1
통상수용,968,결재문서의,0.0145,1
통상수용,969,주기적인,0.0145,1
통상수용,970,소스코드의,0.0145,1
통상수용,971,민원신청의,0.0145,1
통상수용,972,신청화면과,0.0145,1
통상수용,973,작성하기,0.0144,1
통상수용,974,방법론에,0.0144,1
통상수용,975,개발되는,0.0143,1
통상수용,976,사업추진시,0.0143,1
통상수용,977,정보시스템,0.0143,2
통상수용,978,품질수준,0.0143,2
통상수용,979,변경,0.0142,2
통상수용,980,구축·관리를,0.0142,1
통상수용,981,관리시스템,0.0142,1
통상수용,982,정의한,0.0141,1
통상수용,983,제한하여야,0.0141,1
통상수용,984,보안취약점의,0.0141,1
통상수용,985,신청기능,0.014,1
통상수용,986,사항의,0.014,2
통상수용,987,개발장소는,0.014,1
통상수용,988,개발장소와,0.014,1
통상수용,989,재다운로드,0.014,1
통상수용,990,작성하는,0.014,1
통상수용,991,작성을,0.014,1
통상수용,992,기능검증,0.0139,1
통상수용,993,관리방법,0.0139,1
통상수용,994,중요자료,0.0139,2
통상수용,995,인터넷망으로,0.0138,1
통상수용,996,작성․제출,0.0138,1
통상수용,997,보안대책을,0.0138,1
통상수용,998,비상대책,0.0138,1
통상수용,999,시스템에,0.0137,2
통상수용,1000,이행계획,0.0137,1
통상수용,1001,이행계획에는,0.0137,1
통상수용,1002,이행계획의,0.0137,1
통상수용,1003,패스워드,0.0137,1
통상수용,1004,구조로,0.0137,1
통상수용,1005,연계방안,0.0137,1
통상수용,1006,활용방안,0.0137,1
통상수용,1007,유의하여야,0.0136,1
통상수용,1008,관리부서를,0.0136,1
통상수용,1009,관리자에게,0.0136,1
통상수용,1010,방법론(v2.0)에,0.0135,1
통상수용,1011,방법론을,0.0135,1
통상수용,1012,일정별로,0.0134,1
통상수용,1013,준수하였는지,0.0134,1
통상수용,1014,오류사항,0.0134,1
통상수용,1015,기준(최신성,0.0134,1
통상수용,1016,문서등록,0.0133,1
통상수용,1017,타당한,0.0133,1
통상수용,1018,"설계,",0.0132,1
통상수용,1019,단위,0.0132,1
통상수용,1020,자료공유,0.0132,2
통상수용,1021,문서자료·데이터의,0.0132,1
통상수용,1022,개발보안(시큐어코딩)관련,0.0131,1
통상수용,1023,기능으로,0.013,1
통상수용,1024,개인정보보호법,0.0129,3
통상수용,1025,개인정보보호,0.0129,3
통상수용,1026,DB표준,0.0128,3
통상수용,1027,공통표준,0.0128,3
통상수용,1028,활동이란,0.0128,1
통상수용,1029,기술하여야,0.0128,1
통상수용,1030,관리시스템(PMS,0.0128,2
통상수용,1031,작성된,0.0128,1
통상수용,1032,접근이력,0.0128,1
통상수용,1033,접근만,0.0128,1
통상수용,1034,적용함이,0.0127,1
통상수용,1035,결정함,0.0127,1
통상수용,1036,사업지분율이,0.0127,1
통상수용,1037,사업자″의,0.0127,1
통상수용,1038,함(운영,0.0127,1
통상수용,1039,접근통제를,0.0126,1
통상수용,1040,사용자·관리자,0.0126,1
통상수용,1041,준수방안을,0.0126,1
통상수용,1042,표준이,0.0126,1
통상수용,1043,정보통신망,0.0126,1
통상수용,1044,정보통신망법,0.0126,1
통상수용,1045,비밀키,0.0126,1
통상수용,1046,정기보고서,0.0126,1
통상수용,1047,개발환경에,0.0126,1
통상수용,1048,개발언어(Python,0.0126,1
통상수용,1049,검색할,0.0125,1
통상수용,1050,검색결과에,0.0125,1
통상수용,1051,상주하여야,0.0125,1
통상수용,1052,개발할,0.0125,1
통상수용,1053,신청대상,0.0125,1
통상수용,1054,신청된,0.0125,1
통상수용,1055,프로토타입을,0.0124,1
통상수용,1056,제거여부,0.0124,1
통상수용,1057,제거,0.0124,1
통상수용,1058,참여하는,0.0124,1
통상수용,1059,계획서를,0.0124,1
통상수용,1060,계획서에는,0.0124,1
통상수용,1061,검증을,0.0123,1
통상수용,1062,사업집행자(PL,0.0123,1
통상수용,1063,관리항목,0.0123,1
통상수용,1064,표준정책,0.0123,1
통상수용,1065,양식에서,0.0122,1
통상수용,1066,조직에서,0.0122,1
통상수용,1067,운영직원의,0.0122,1
통상수용,1068,준수사항(붙임4)을,0.0121,1
통상수용,1069,보호계획,0.012,1
통상수용,1070,지속적으로,0.012,1
통상수용,1071,재사용을,0.012,1
통상수용,1072,시스템·자료가,0.0119,1
통상수용,1073,단위•통합•시스템,0.0119,1
통상수용,1074,단위·통합·시스템,0.0119,1
통상수용,1075,표준화하여,0.0119,1
통상수용,1076,투입계획(조직,0.0119,1
통상수용,1077,비표준,0.0118,1
통상수용,1078,개인정보(패스워드,0.0118,2
통상수용,1079,민원신청을,0.0118,1
통상수용,1080,지식에,0.0117,1
통상수용,1081,이행관리,0.0117,1
통상수용,1082,이행관리표를,0.0117,1
통상수용,1083,이행관리표에는,0.0117,1
통상수용,1084,정기보고(주/월간,0.0117,1
통상수용,1085,비정기보고(착수,0.0117,1
통상수용,1086,보고(이슈/위험,0.0117,1
통상수용,1087,선정사유,0.0116,1
통상수용,1088,제공한,0.0116,2
통상수용,1089,기능별,0.0115,1
통상수용,1090,양식,0.0115,1
통상수용,1091,동안의,0.0115,1
통상수용,1092,정보화사업,0.0115,1
통상수용,1093,사업기간내,0.0115,1
통상수용,1094,SW사업정보(SW사업,0.0115,1
통상수용,1095,공정보고,0.0115,1
통상수용,1096,준수함,0.0115,1
통상수용,1097,대외,0.0115,1
통상수용,1098,대외비,0.0115,1
통상수용,1099,추진조직은,0.0115,1
통상수용,1100,파일자료,0.0115,1
통상수용,1101,수용하여야,0.0114,1
통상수용,1102,제공(Q&A,0.0114,1
통상수용,1103,성과,0.0114,2
통상수용,1104,성과를,0.0114,2
통상수용,1105,성과의,0.0114,2
통상수용,1106,제출자료를,0.0113,1
통상수용,1107,적용하여야함,0.0112,1
통상수용,1108,참여하였거나,0.0112,1
통상수용,1109,정보누출금지,0.0112,1
통상수용,1110,고려하여야,0.0111,1
통상수용,1111,대면)보고회의를,0.0111,1
통상수용,1112,보고(필요,0.0111,1
통상수용,1113,실적관리를,0.0111,1
통상수용,1114,하도급으로,0.0111,1
통상수용,1115,제51조(하도급,0.0111,1
통상수용,1116,재하도급,0.0111,1
통상수용,1117,개설현황,0.011,1
통상수용,1118,사용현황,0.011,1
통상수용,1119,SW사업정보(사업,0.011,1
통상수용,1120,웹표준,0.011,1
통상수용,1121,표준작성,0.011,1
통상수용,1122,표준준수,0.011,1
통상수용,1123,공통표준용어(행정안전부고시)를,0.011,1
통상수용,1124,프로필,0.0109,1
통상수용,1125,보안정책,0.0109,1
통상수용,1126,운용하여야,0.0109,1
통상수용,1127,단계,0.0109,1
통상수용,1128,단계의,0.0109,1
통상수용,1129,입력한,0.0109,1
통상수용,1130,사항,0.0109,1
통상수용,1131,공지사항,0.0109,1
통상수용,1132,사용단말을,0.0108,1
통상수용,1133,점검하여야,0.0108,1
통상수용,1134,입력기능을,0.0107,1
통상수용,1135,정보제공,0.0106,1
통상수용,1136,형상과,0.0106,1
통상수용,1137,조직은,0.0106,1
통상수용,1138,과업의,0.0106,1
통상수용,1139,소프트웨어사업,0.0106,1
통상수용,1140,사업수행계획서의,0.0106,1
통상수용,1141,개발운영,0.0106,1
통상수용,1142,연계개발,0.0106,1
통상수용,1143,기능·처리,0.0105,1
통상수용,1144,동일기능,0.0105,1
통상수용,1145,대처방안,0.0105,1
통상수용,1146,관리자(PM)는,0.0105,1
통상수용,1147,관리자의,0.0105,1
통상수용,1148,관리자(PM)가,0.0105,1
통상수용,1149,해외수집자료(해외,0.0105,1
통상수용,1150,자료(메타데이터,0.0105,1
통상수용,1151,사용이력,0.0104,1
통상수용,1152,준수사항을,0.0104,1
통상수용,1153,기준·규칙의,0.0103,1
통상수용,1154,저작권법에,0.0103,1
통상수용,1155,용이하도록,0.0103,1
통상수용,1156,개통하여야,0.0103,1
통상수용,1157,반영하여야,0.0102,1
통상수용,1158,등록해야,0.0102,1
통상수용,1159,변경에,0.0102,1
통상수용,1160,변경시,0.0102,1
통상수용,1161,정확성,0.0101,1
통상수용,1162,정확성은,0.0101,1
통상수용,1163,답변부서,0.0101,1
통상수용,1164,배정부서,0.0101,1
통상수용,1165,하이누리(전자결재,0.0101,1
통상수용,1166,준수가,0.0101,1
통상수용,1167,관리체계에는,0.01,2
통상수용,1168,관리기준을,0.01,2
통상수용,1169,개발전략을,0.01,1
통상수용,1170,개발단계,0.01,1
통상수용,1171,개발되어,0.01,1
통상수용,1172,업무개발을,0.01,1
통상수용,1173,보고체계,0.0099,2
통상수용,1174,표준(용어,0.0099,1
통상수용,1175,요구사항과의,0.0099,1
통상수용,1176,개선사항,0.0099,1
통상수용,1177,개인정보영향평가,0.0099,2
통상수용,1178,임의파일,0.0098,1
통상수용,1179,파일,0.0098,1
통상수용,1180,상세화,0.0098,1
통상수용,1181,상세,0.0098,1
통상수용,1182,이행하여야,0.0098,1
통상수용,1183,완료하여야,0.0098,1
통상수용,1184,부담하여야,0.0098,1
통상수용,1185,3-4회,0.0097,1
통상수용,1186,4-6시간,0.0097,1
통상수용,1187,적용해야,0.0097,1
통상수용,1188,반출입시,0.0097,1
통상수용,1189,사용자정보,0.0096,1
통상수용,1190,사용자정보는,0.0096,1
통상수용,1191,사용자용,0.0096,1
통상수용,1192,제공하고,0.0096,1
통상수용,1193,상세사항,0.0096,1
통상수용,1194,상세히,0.0096,1
통상수용,1195,유지관리가,0.0096,1
통상수용,1196,일정내에서,0.0095,1
통상수용,1197,공사,0.0095,1
통상수용,1198,데이터(오류,0.0095,1
통상수용,1199,보안성을,0.0095,1
통상수용,1200,지식베이스,0.0095,1
통상수용,1201,지식베이스에,0.0095,1
통상수용,1202,국방연동관리체계,0.0095,1
통상수용,1203,공정표(WBS,0.0094,1
통상수용,1204,표준(DB표준)을,0.0093,2
통상수용,1205,공통표준(공공기관의,0.0093,2
통상수용,1206,공통표준용어·단어·도메인)과,0.0093,2
통상수용,1207,기관표준,0.0093,2
통상수용,1208,메인포털,0.0093,1
통상수용,1209,업무서버,0.0093,1
통상수용,1210,데이터셋(제출자료,0.0093,1
통상수용,1211,제출자료(안유,0.0093,1
통상수용,1212,보수책임기관은,0.0091,1
통상수용,1213,보수책임기관의,0.0091,1
통상수용,1214,국가DB사업,0.0091,1
통상수용,1215,단위의,0.0091,1
통상수용,1216,등록하여야,0.009,1
통상수용,1217,기능(카카오톡·밴드,0.009,1
통상수용,1218,일정변경에,0.0089,1
통상수용,1219,이용자에,0.0089,1
통상수용,1220,콘텐츠,0.0089,1
통상수용,1221,관리자용,0.0089,1
통상수용,1222,표준프로토콜을,0.0089,1
통상수용,1223,상세화면,0.0088,1
통상수용,1224,사용자에게,0.0088,1
통상수용,1225,추적,0.0088,1
통상수용,1226,추적표를,0.0088,1
통상수용,1227,제공되어야,0.0088,1
통상수용,1228,품질관리자(QAO,0.0087,1
통상수용,1229,품질결함분석,0.0087,1
통상수용,1230,품질표준,0.0087,1
통상수용,1231,방법을,0.0086,1
통상수용,1232,포털을,0.0086,1
통상수용,1233,일정에,0.0086,1
통상수용,1234,신청화면에서,0.0086,1
통상수용,1235,신청자가,0.0086,1
통상수용,1236,개방,0.0086,2
통상수용,1237,정기적으로,0.0086,1
통상수용,1238,지원계획을,0.0086,1
통상수용,1239,지원계획,0.0086,1
통상수용,1240,전자우편을,0.0086,1
통상수용,1241,전자우편으로,0.0086,1
통상수용,1242,하자담보책임기간은,0.0086,1
통상수용,1243,하자담보책임기간에,0.0086,1
통상수용,1244,점검하기,0.0086,1
통상수용,1245,공정에,0.0085,1
통상수용,1246,공정추가,0.0085,1
통상수용,1247,PC,0.0085,1
통상수용,1248,PC가,0.0085,1
통상수용,1249,측정하여야,0.0084,1
통상수용,1250,오픈하여야,0.0084,1
통상수용,1251,표준(CSV,0.0084,1
통상수용,1252,사용하여,0.0084,1
통상수용,1253,장비(PC,0.0084,1
통상수용,1254,외부기기(PC,0.0084,1
통상수용,1255,정보기술,0.0084,1
통상수용,1256,정보들을,0.0084,1
통상수용,1257,표준데이터,0.0083,1
통상수용,1258,일정/주기를,0.0083,1
통상수용,1259,기준은,0.0082,1
통상수용,1260,수립을,0.0082,1
통상수용,1261,접근할,0.0082,1
통상수용,1262,접근과,0.0082,1
통상수용,1263,수행방법론,0.0082,1
통상수용,1264,수행방법론의,0.0082,1
통상수용,1265,100건의,0.0082,1
통상수용,1266,50건의,0.0082,1
통상수용,1267,사유를,0.0081,1
통상수용,1268,사유가,0.0081,1
통상수용,1269,화면사이즈,0.0081,1
통상수용,1270,사업수행계획서를,0.0081,1
통상수용,1271,방안(변경이력,0.0081,1
통상수용,1272,관리(변경이력관리,0.0081,1
통상수용,1273,주간보고회,0.008,1
통상수용,1274,중간보고회를,0.008,1
통상수용,1275,사업에서,0.008,1
통상수용,1276,사업에,0.008,1
통상수용,1277,취득하게,0.008,1
통상수용,1278,표준아키텍쳐,0.0079,1
통상수용,1279,단위시험의,0.0079,1
통상수용,1280,제공하는지,0.0079,1
통상수용,1281,가능,0.0079,1
통상수용,1282,발급현황,0.0079,1
통상수용,1283,발급현황에,0.0079,1
통상수용,1284,등록·수정·삭제,0.0079,1
통상수용,1285,등록할,0.0079,1
통상수용,1286,등록을,0.0079,1
통상수용,1287,접근보안,0.0079,1
통상수용,1288,접근현황에,0.0079,1
통상수용,1289,개발공정,0.0079,1
통상수용,1290,정보보호관리자가,0.0079,1
통상수용,1291,신고·관리,0.0079,1
통상수용,1292,방법에,0.0078,1
통상수용,1293,등록(현행화,0.0078,1
통상수용,1294,변경·등록,0.0078,1
통상수용,1295,등록정보,0.0078,1
통상수용,1296,비정기보고,0.0078,1
통상수용,1297,수행사의,0.0078,1
통상수용,1298,수행사에게,0.0078,1
통상수용,1299,데이터베이스설계서,0.0078,1
통상수용,1300,이용약관을,0.0078,1
통상수용,1301,이용의,0.0078,1
통상수용,1302,데이터이용권한,0.0078,1
통상수용,1303,유관시스템,0.0077,1
통상수용,1304,문서관리시스템(ECM)과,0.0077,1
통상수용,1305,시스템들에,0.0077,1
통상수용,1306,통합문서관리시스템,0.0077,1
통상수용,1307,EXIMIIS(기간업무)시스템,0.0077,1
통상수용,1308,통합문서관리시스템에서,0.0077,1
통상수용,1309,품질제고를,0.0077,1
통상수용,1310,DB품질수준,0.0076,1
통상수용,1311,이해도,0.0076,1
통상수용,1312,이력관리가,0.0076,1
통상수용,1313,제공기관,0.0076,1
통상수용,1314,활용기관,0.0076,1
통상수용,1315,기관,0.0076,1
통상수용,1316,전자서식,0.0076,1
통상수용,1317,전자서식)를,0.0076,1
통상수용,1318,전자서식(XML,0.0076,1
통상수용,1319,위험이,0.0074,1
통상수용,1320,구성현황,0.0074,1
통상수용,1321,도입현황,0.0074,1
통상수용,1322,규정게시판,0.0074,1
통상수용,1323,규정게시판은,0.0074,1
통상수용,1324,게시판과,0.0074,1
통상수용,1325,게시판으로,0.0074,1
통상수용,1326,누설하여서는,0.0074,1
통상수용,1327,누설로,0.0074,1
통상수용,1328,산출,0.0073,1
통상수용,1329,관련자료에,0.0073,1
통상수용,1330,표준원칙,0.0072,1
통상수용,1331,최소화하여야,0.0072,1
통상수용,1332,메시지를,0.0072,1
통상수용,1333,공정현황(지연,0.0072,1
통상수용,1334,관리자PC,0.0071,1
통상수용,1335,관리자IP를,0.0071,1
통상수용,1336,관리자PC에서만,0.0071,1
통상수용,1337,사업관리자(PM)를,0.0071,1
통상수용,1338,개발경험이,0.007,1
통상수용,1339,준수실태를,0.007,1
통상수용,1340,오류를,0.007,1
통상수용,1341,자료구조,0.0069,1
통상수용,1342,연동자료구조,0.0069,1
통상수용,1343,자료구조ID,0.0069,1
통상수용,1344,자료구조명,0.0069,1
통상수용,1345,개선방안을,0.0069,1
통상수용,1346,보안‧기술구조,0.0069,1
통상수용,1347,보안분야의,0.0069,1
통상수용,1348,요건정의,0.0069,1
통상수용,1349,아키텍처정의서,0.0069,1
통상수용,1350,주제영역정의서,0.0069,1
통상수용,1351,엔터티정의서,0.0069,1
통상수용,1352,신청되었는지,0.0069,1
통상수용,1353,관리[프로젝트,0.0069,1
통상수용,1354,사용자매뉴얼과,0.0069,1
통상수용,1355,운영자매뉴얼에,0.0069,1
통상수용,1356,품질계획서를,0.0068,1
통상수용,1357,장소·장비·자료,0.0067,1
통상수용,1358,도구(분석·설계·개발·테스트,0.0066,1
통상수용,1359,구현방안,0.0066,1
통상수용,1360,구현이,0.0066,1
통상수용,1361,위험요소를,0.0066,1
통상수용,1362,위험요인이,0.0066,1
통상수용,1363,종합계획‧대책,0.0066,1
통상수용,1364,투자계획,0.0066,1
통상수용,1365,이행계획을,0.0066,1
통상수용,1366,요구사항·품질,0.0066,1
통상수용,1367,품질은,0.0066,1
통상수용,1368,유지를,0.0066,1
통상수용,1369,계획은,0.0065,1
통상수용,1370,진단도구를,0.0065,1
통상수용,1371,진단·개선,0.0065,1
통상수용,1372,메뉴를,0.0065,1
통상수용,1373,사업수행계획서(국방정보화업무훈령,0.0065,1
통상수용,1374,반출시,0.0065,1
통상수용,1375,요구,0.0065,1
통상수용,1376,운영자의,0.0064,1
통상수용,1377,WS-Security,0.0064,1
통상수용,1378,RSAES-OAEP,0.0064,1
통상수용,1379,RSASSA-PSS,0.0064,1
통상수용,1380,안전보건계획,0.0064,1
통상수용,1381,매뉴얼에는,0.0063,1
통상수용,1382,매뉴얼은,0.0063,1
통상수용,1383,비공개,0.0063,1
통상수용,1384,관리(관리도구,0.0062,1
통상수용,1385,범위,0.0062,1
통상수용,1386,범위에,0.0062,1
통상수용,1387,저장·관리,0.0062,1
통상수용,1388,제공하기,0.006,1
통상수용,1389,실시,0.006,1
통상수용,1390,시스템을,0.006,1
통상수용,1391,시스템과의,0.006,1
통상수용,1392,형상을,0.006,1
통상수용,1393,형상식별서와,0.006,1
